Reference area,TIME_PERIOD,OBS_VALUE,Sex.1
Netherlands,1983,35.9,Total
Netherlands,1983,40.1,Total
Netherlands,1984,37.5,Total
Netherlands,1984,41.1,Total
Netherlands,1984,37.2,Total
Netherlands,1984,37.2,Total
Netherlands,1984,39,Male
Netherlands,1984,57,Male
Netherlands,1984,66.6,Male
Netherlands,1984,66.7,Male
Netherlands,1984,69.9,Male
Netherlands,1985,63.1,Male
Netherlands,1985,68.3,Male
Netherlands,1985,6.5,Male
Netherlands,1985,12.4,Male
Netherlands,1985,18.9,Male
Netherlands,1985,22.7,Male
Netherlands,1985,21.3,Male
Netherlands,1985,18.1,Male
Netherlands,1985,23.6,Male
Netherlands,1986,36.5,Total
Netherlands,1986,48.3,Total
Netherlands,1986,60.2,Total
Netherlands,1986,58.5,Total
Netherlands,1986,63.3,Total
Netherlands,1986,55.3,Total
Netherlands,1986,58.5,Total
Netherlands,1986,34,Female
Netherlands,1986,40.4,Female
Netherlands,1987,53.5,Female
Netherlands,1987,50.4,Female
Netherlands,1987,56.6,Female
Netherlands,1987,47.1,Female
Netherlands,1987,49.9,Female
Netherlands,1987,31.1,Total
Netherlands,1987,32.4,Total
Netherlands,1987,32.5,Total
Netherlands,1987,33.9,Total
Netherlands,1988,33.5,Total
Netherlands,1988,33.6,Total
Netherlands,1988,34.7,Total
Netherlands,1988,35,Total
Netherlands,1988,35.6,Total
Netherlands,1988,35.6,Total
Netherlands,1988,36.1,Total
Netherlands,1988,35.6,Total
Netherlands,1988,35.8,Total
Netherlands,1989,35.6,Total
Netherlands,1989,35.5,Total
Netherlands,1989,36.2,Total
Netherlands,1989,35.3,Total
Netherlands,1989,35.5,Total
Netherlands,1989,35.4,Total
Netherlands,1989,35.4,Total
Netherlands,1989,35.4,Total
Netherlands,1989,36.1,Total
Netherlands,1990,34.2,Total
Netherlands,1990,38.1,Total
Netherlands,1990,41.2,Total
Netherlands,1990,41.1,Total
Netherlands,1990,42.4,Total
Netherlands,1990,42,Total
Netherlands,1990,42.6,Total
Netherlands,1990,44.6,Total
Netherlands,1990,45.1,Total
Netherlands,1991,45.5,Total
Netherlands,1991,45.5,Total
Netherlands,1991,46.3,Total
Netherlands,1991,46,Total
Netherlands,1991,45.8,Total
Netherlands,1991,46,Total
Netherlands,1991,45.8,Total
Netherlands,1991,46.4,Total
Netherlands,1991,45.2,Total
Netherlands,1992,45.9,Total
Netherlands,1992,46,Total
Netherlands,1992,46.1,Total
Netherlands,1992,46.4,Total
Netherlands,1992,47.6,Total
Netherlands,1992,46.2,Total
Netherlands,1992,7,Total
Netherlands,1992,8.8,Total
Netherlands,1992,8.6,Total
Netherlands,1993,8.5,Total
Netherlands,1993,8.5,Total
Netherlands,1993,9,Total
Netherlands,1993,9.9,Total
Netherlands,1993,10.2,Total
Netherlands,1993,9.9,Total
Netherlands,1993,9.9,Total
Netherlands,1993,10.3,Total
Netherlands,1993,10.3,Total
Netherlands,1994,10,Total
Netherlands,1994,10.4,Total
Netherlands,1994,10.3,Total
Netherlands,1994,10.3,Total
Netherlands,1994,9.8,Total
Netherlands,1994,10.4,Total
Netherlands,1994,10.6,Total
Netherlands,1994,10.7,Total
Netherlands,1994,11,Total
Netherlands,1995,11.5,Total
Netherlands,1995,12,Total
Netherlands,1995,6.7,Female
Netherlands,1995,8.8,Female
Netherlands,1995,8.4,Female
Netherlands,1995,8.4,Female
Netherlands,1995,8.3,Female
Netherlands,1995,8.7,Female
Netherlands,1995,9.7,Female
Netherlands,1996,10,Female
Netherlands,1996,9.2,Female
Netherlands,1996,9.1,Female
Netherlands,1996,9.3,Female
Netherlands,1996,9.6,Female
Netherlands,1996,9.4,Female
Netherlands,1996,9.5,Female
Netherlands,1996,9.3,Female
Netherlands,1996,9.7,Female
Netherlands,1997,9,Female
Netherlands,1997,9.8,Female
Netherlands,1997,9.4,Female
Netherlands,1997,9.8,Female
Netherlands,1997,10.3,Female
Netherlands,1997,10.8,Female
Netherlands,1997,11.1,Female
Netherlands,1997,38.3,Male
Netherlands,1997,40.5,Male
Netherlands,1998,40.3,Male
Netherlands,1998,42.6,Male
Netherlands,1998,42.2,Male
Netherlands,1998,42.1,Male
Netherlands,1998,43.9,Male
Netherlands,1998,43.8,Male
Netherlands,1998,44.3,Male
Netherlands,1998,44.7,Male
Netherlands,1998,45.2,Male
Netherlands,1999,44.3,Male
Netherlands,1999,45.5,Male
Netherlands,1999,44.2,Male
Netherlands,1999,44.1,Male
Netherlands,1999,44.8,Male
Netherlands,1999,44,Male
Netherlands,1999,44.6,Male
Netherlands,1999,43,Male
Netherlands,1999,43.5,Male
Netherlands,2000,43.3,Male
Netherlands,2000,43.9,Male
Netherlands,2000,42.1,Male
Netherlands,2000,31.1,Female
Netherlands,2000,33.7,Female
Netherlands,2000,33.5,Female
Netherlands,2000,34.2,Female
Netherlands,2000,33.7,Female
Netherlands,2000,34.5,Female
Netherlands,2001,35.9,Female
Netherlands,2001,36.7,Female
Netherlands,2001,36.8,Female
Netherlands,2001,36.3,Female
Netherlands,2001,37,Female
Netherlands,2001,37.2,Female
Netherlands,2001,36.1,Female
Netherlands,2001,37.1,Female
Netherlands,2001,36.8,Female
Netherlands,2002,37.9,Female
Netherlands,2002,36.3,Female
Netherlands,2002,36.9,Female
Netherlands,2002,37.8,Female
Netherlands,2002,37.6,Female
Netherlands,2002,38.4,Female
Netherlands,2002,39.6,Female
Netherlands,2002,37.9,Female
Netherlands,2002,24.4,Female
Netherlands,2003,24.9,Female
Netherlands,2003,25.1,Female
Netherlands,2003,25.8,Female
Netherlands,2003,25.4,Female
Netherlands,2003,25.8,Female
Netherlands,2003,26.2,Female
Netherlands,2003,26.8,Female
Netherlands,2003,27.6,Female
Netherlands,2003,27.1,Female
Netherlands,2004,27.7,Female
Netherlands,2004,27.6,Female
Netherlands,2004,26.8,Female
Netherlands,2004,27.6,Female
Netherlands,2004,27.5,Female
Netherlands,2004,28.2,Female
Netherlands,2004,27.3,Female
Netherlands,2004,27.2,Female
Netherlands,2004,28.4,Female
Netherlands,2005,27.9,Female
Netherlands,2005,28.1,Female
Netherlands,2005,28.8,Female
Netherlands,2005,26.8,Female
Netherlands,2005,7.2,Male
Netherlands,2005,8.8,Male
Netherlands,2005,8.8,Male
Netherlands,2005,8.6,Male
Netherlands,2005,8.8,Male
Netherlands,2006,9.3,Male
Netherlands,2006,10.2,Male
Netherlands,2006,10.4,Male
Netherlands,2006,10.6,Male
Netherlands,2006,10.8,Male
Netherlands,2006,11.3,Male
Netherlands,2006,11.1,Male
Netherlands,2006,10.7,Male
Netherlands,2006,11.3,Male
Netherlands,2007,11.5,Male
Netherlands,2007,10.8,Male
Netherlands,2007,10.8,Male
Netherlands,2007,11.1,Male
Netherlands,2007,11.8,Male
Netherlands,2007,11.7,Male
Netherlands,2007,11.7,Male
Netherlands,2007,12.3,Male
Netherlands,2007,12.9,Male
Netherlands,2008,45.5,Male
Netherlands,2008,49.3,Male
Netherlands,2008,49.1,Male
Netherlands,2008,51.2,Male
Netherlands,2008,51,Male
Netherlands,2008,51.3,Male
Netherlands,2008,54,Male
Netherlands,2008,54.2,Male
Netherlands,2008,54.9,Male
Netherlands,2009,55.4,Male
Netherlands,2009,56.5,Male
Netherlands,2009,55.5,Male
Netherlands,2009,56.2,Male
Netherlands,2009,55.5,Male
Netherlands,2009,55.6,Male
Netherlands,2009,55.6,Male
Netherlands,2009,54.7,Male
Netherlands,2009,55.7,Male
Netherlands,2010,54.8,Male
Netherlands,2010,55.2,Male
Netherlands,2010,55,Male
Netherlands,2010,56.3,Male
Netherlands,2010,55,Male
Netherlands,2010,47,Female
Netherlands,2010,51.5,Female
Netherlands,2010,52.4,Female
Netherlands,2010,54.9,Female
Netherlands,2011,38,Male
Netherlands,2011,41.9,Male
Netherlands,2011,45.3,Male
Netherlands,2011,41.8,Male
Netherlands,2011,43.1,Male
Netherlands,2011,11.4,Male
Netherlands,2011,13.4,Male
Netherlands,2011,15.5,Male
Netherlands,2011,16.4,Male
Netherlands,2012,19.8,Male
Netherlands,2012,18.2,Female
Netherlands,2012,19.2,Female
Netherlands,2012,18.9,Female
Netherlands,2012,19.9,Female
Netherlands,2012,20.7,Female
Netherlands,2012,48.1,Total
Netherlands,2012,53.3,Total
Netherlands,2012,55,Total
Netherlands,2013,58.5,Total
Netherlands,2013,15.1,Total
Netherlands,2013,16.6,Total
Netherlands,2013,17.4,Total
Netherlands,2013,18.3,Total
Netherlands,2013,20.3,Total
Netherlands,2013,28.8,Female
Netherlands,2013,32.3,Female
Netherlands,2013,33.6,Female
Netherlands,2014,32.5,Female
Netherlands,2014,34.2,Female
Netherlands,2014,49.4,Male
Netherlands,2014,55.3,Male
Netherlands,2014,58.2,Male
Netherlands,2014,63,Male
Netherlands,2014,33,Total
Netherlands,2014,36.7,Total
Netherlands,2014,38.8,Total
Netherlands,2015,36.7,Total
Netherlands,2015,38.2,Total
Netherlands,2015,25.4,Female
Netherlands,2015,27,Female
Netherlands,2015,23.8,Female
Netherlands,2015,39.8,Female
Netherlands,2015,38.4,Female
Netherlands,2015,14.4,Female
Netherlands,2015,14.3,Female
Netherlands,2016,14.6,Female
Netherlands,2016,39.6,Male
Netherlands,2016,39.6,Male
Netherlands,2016,40.1,Male
Netherlands,2016,16.8,Male
Netherlands,2016,17.8,Male
Netherlands,2016,18.4,Male
Netherlands,2016,48,Total
Netherlands,2016,48.4,Total
Netherlands,2017,15.6,Total
Netherlands,2017,16,Total
Netherlands,2017,16.5,Total
Netherlands,2017,56.4,Male
Netherlands,2017,58.5,Male
Netherlands,2017,32.4,Total
Netherlands,2017,33.3,Total
Netherlands,2017,31.9,Total
Netherlands,2017,39.2,Male
Netherlands,2018,41.1,Male
Netherlands,2018,39.8,Male
Netherlands,2018,42,Male
Netherlands,2018,44.6,Male
Netherlands,2018,51.1,Male
Netherlands,2018,44.8,Male
Netherlands,2018,52.1,Male
Netherlands,2018,54,Male
Netherlands,2018,56.3,Male
Netherlands,2019,56.2,Male
Netherlands,2019,58.5,Male
Netherlands,2019,57.6,Male
Netherlands,2019,60,Male
Netherlands,2019,9.6,Male
Netherlands,2019,8,Male
Netherlands,2019,9.5,Male
Netherlands,2019,11.9,Male
Netherlands,2019,12.3,Male
Netherlands,2020,16.2,Male
Netherlands,2020,13,Male
Netherlands,2020,16.4,Male
Netherlands,2020,14.9,Male
Netherlands,2020,18.4,Male
Netherlands,2020,29.6,Male
Netherlands,2020,33.1,Male
Netherlands,2020,30.3,Male
Netherlands,2020,30.1,Male
Netherlands,2021,32.3,Male
Netherlands,2021,34.9,Male
Netherlands,2021,31.8,Male
Netherlands,2021,35.7,Male
Netherlands,2021,39.1,Male
Netherlands,2021,41,Male
Netherlands,2021,45.3,Female
Netherlands,2021,44.6,Female
Netherlands,2021,41.7,Female
Netherlands,2022,43.4,Female
Netherlands,2022,45.6,Female
Netherlands,2022,46.7,Female
Netherlands,2022,45.4,Female
Netherlands,2022,46.4,Female
Netherlands,2022,50.1,Female
Netherlands,2022,16.1,Male
Netherlands,2022,19.1,Male
Netherlands,2022,19.5,Male
Poland,1996,18.4,Male
Poland,1996,18.4,Male
Poland,1996,18.5,Female
Poland,1996,15,Female
Poland,1996,16.4,Female
Poland,1996,19.5,Female
Poland,1996,18.1,Female
Poland,1996,20.2,Female
Poland,1996,17.9,Female
Poland,2004,18.6,Female
Poland,2004,22.5,Female
Poland,2004,24.1,Female
Poland,2004,53,Female
Poland,2004,53.2,Female
Poland,2004,59,Female
Poland,2004,60,Female
Poland,2004,58.7,Female
Poland,2004,14.5,Total
Poland,2008,11.9,Total
Poland,2008,13.4,Total
Poland,2008,16.3,Total
Poland,2009,15.6,Total
Poland,2009,18.5,Total
Poland,2009,15.5,Total
Poland,2009,17.5,Total
Poland,2009,18.8,Total
Poland,2009,21.6,Total
Poland,2009,42.6,Total
Poland,2009,43,Total
Poland,2009,40.8,Total
Poland,2014,42.8,Total
Poland,2014,45.2,Total
Poland,2014,48.5,Total
Poland,2014,45.1,Total
Poland,2014,49.1,Total
Poland,2014,52,Total
Poland,2014,34,Total
Poland,2014,31.4,Total
Poland,2014,34.6,Total
Poland,2017,34.9,Total
Poland,2017,36.1,Total
Poland,2017,54.6,Total
Poland,2017,54.6,Total
Poland,2017,58.7,Total
Poland,2017,58.8,Total
Poland,2019,59.4,Total
Poland,2019,27.9,Female
Poland,2019,26.4,Female
Poland,2019,30.7,Female
Poland,2019,31.1,Female
Poland,2019,31,Female
Poland,2019,25.1,Female
Poland,2019,26.8,Female
Poland,2019,28.3,Female
Portugal,1996,28.9,Female
Portugal,1996,27.7,Female
Portugal,1996,26.8,Female
Portugal,1999,29.6,Female
Portugal,1999,25.2,Female
Portugal,1999,23.9,Female
Portugal,1999,27.5,Female
Portugal,1999,26.5,Female
Portugal,1999,27.5,Female
Portugal,1999,27.8,Female
Portugal,1999,27.6,Female
Portugal,1999,31.1,Female
Portugal,2006,40.2,Male
Portugal,2006,37.1,Male
Portugal,2006,39,Male
Portugal,2006,39.2,Male
Portugal,2006,41.6,Male
Portugal,2006,28.1,Total
Portugal,2006,31.1,Total
Portugal,2006,27.4,Total
Portugal,2006,26.5,Total
Portugal,2014,29.6,Total
Portugal,2014,30,Total
Portugal,2014,29.6,Total
Portugal,2014,31.6,Total
Portugal,2014,33.2,Total
Portugal,2014,35.4,Total
Portugal,2014,20.6,Total
Portugal,2014,23.2,Total
Portugal,2014,24.1,Total
Portugal,2015,23.9,Total
Portugal,2015,23.3,Total
Portugal,2015,5.1,Total
Portugal,2015,4.7,Total
Portugal,2015,4.8,Total
Portugal,2015,5.2,Total
Portugal,2015,5,Total
Portugal,2015,4.8,Total
Portugal,2015,5.3,Total
Portugal,2017,4.8,Total
Portugal,2017,6.3,Total
Portugal,2017,6.1,Total
Portugal,2017,5.8,Total
Portugal,2017,6.4,Total
Portugal,2017,6.1,Total
Portugal,2019,7,Total
Portugal,2019,6.9,Total
Portugal,2019,6.9,Total
Portugal,2019,8.1,Total
Portugal,2019,8.4,Total
Portugal,2019,8.7,Total
Portugal,2019,9.4,Total
Portugal,2019,9.3,Total
Portugal,2019,9.7,Total
Portugal,2022,10.7,Total
Portugal,2022,10.9,Total
Portugal,2022,10.7,Total
Portugal,2022,11.3,Total
Portugal,2022,11.2,Total
Portugal,2022,11.1,Total
Portugal,2022,11.8,Total
Portugal,2022,11.4,Total
Portugal,2022,11.4,Total
Slovak Republic,1993,12,Total
Slovak Republic,1993,11.1,Total
Slovak Republic,1993,13.3,Total
Slovak Republic,1998,12.8,Total
Slovak Republic,1998,13.6,Total
Slovak Republic,1998,13.4,Total
Slovak Republic,2003,14.4,Total
Slovak Republic,2003,14.1,Total
Slovak Republic,2003,13.4,Total
Slovak Republic,2003,13.9,Total
Slovak Republic,2003,14.6,Total
Slovak Republic,2003,28.2,Total
Slovak Republic,2003,28,Total
Slovak Republic,2003,28.5,Total
Slovak Republic,2003,28.2,Total
Slovak Republic,2004,28,Total
Slovak Republic,2004,29.4,Total
Slovak Republic,2004,29.6,Total
Slovak Republic,2004,29.2,Total
Slovak Republic,2004,29.1,Total
Slovak Republic,2004,28.8,Total
Slovak Republic,2004,29.3,Total
Slovak Republic,2004,30.1,Total
Slovak Republic,2004,30.3,Total
Slovak Republic,2005,31.3,Total
Slovak Republic,2005,31,Total
Slovak Republic,2005,32,Total
Slovak Republic,2005,32.4,Total
Slovak Republic,2005,32.1,Total
Slovak Republic,2005,33.6,Total
Slovak Republic,2005,34.7,Total
Slovak Republic,2005,35.5,Total
Slovak Republic,2005,35.1,Total
Slovak Republic,2008,35.4,Total
Slovak Republic,2008,35.6,Total
Slovak Republic,2008,34.2,Total
Slovak Republic,2008,35.2,Total
Slovak Republic,2008,34.3,Total
Slovak Republic,2008,35.7,Total
Slovak Republic,2008,35.4,Total
Slovak Republic,2008,36.8,Total
Slovak Republic,2008,36.8,Total
Slovak Republic,2008,35.9,Total
Slovak Republic,2008,34.5,Total
Slovak Republic,2008,34.9,Total
Slovak Republic,2009,34.7,Total
Slovak Republic,2009,34,Total
Slovak Republic,2009,33.9,Total
Slovak Republic,2009,34.1,Total
Slovak Republic,2009,34.3,Total
Slovak Republic,2009,35,Total
Slovak Republic,2009,34.6,Total
Slovak Republic,2009,34.1,Total
Slovak Republic,2009,29.6,Female
Slovak Republic,2014,29.4,Female
Slovak Republic,2014,30,Female
Slovak Republic,2014,28.9,Female
Slovak Republic,2014,28.2,Female
Slovak Republic,2014,30.9,Female
Slovak Republic,2014,30.7,Female
Slovak Republic,2014,30.2,Female
Slovak Republic,2014,32,Female
Slovak Republic,2014,30.6,Female
Slovak Republic,2019,31.1,Female
Slovak Republic,2019,32.6,Female
Slovak Republic,2019,32.2,Female
Slovak Republic,2019,32.8,Female
Slovak Republic,2019,34.7,Female
Slovak Republic,2019,35.7,Female
Slovak Republic,2019,36.6,Female
Slovak Republic,2019,37.2,Female
Slovak Republic,2019,37.8,Female
Slovenia,2007,40.4,Female
Slovenia,2007,39.6,Female
Slovenia,2007,39,Female
Slovenia,2007,41.1,Female
Slovenia,2007,41.9,Female
Slovenia,2007,39.6,Female
Slovenia,2007,41.9,Female
Slovenia,2007,39.9,Female
Slovenia,2007,41.4,Female
Slovenia,2014,41.9,Female
Slovenia,2014,42.9,Female
Slovenia,2014,43,Female
Slovenia,2014,42.3,Female
Slovenia,2014,41.1,Female
Slovenia,2014,44.5,Female
Slovenia,2014,43.7,Female
Slovenia,2014,45,Female
Slovenia,2014,44.2,Female
Slovenia,2019,45.7,Female
Slovenia,2019,43.9,Female
Slovenia,2019,45.5,Female
Slovenia,2019,46.1,Female
Slovenia,2019,45,Female
Slovenia,2019,33.3,Total
Slovenia,2019,32.7,Total
Slovenia,2019,33.3,Total
Slovenia,2019,33.4,Total
Spain,1987,33,Total
Spain,1987,34.2,Total
Spain,1987,34.9,Total
Spain,1987,34,Total
Spain,1987,35.4,Total
Spain,1987,34.9,Total
Spain,1987,35.1,Total
Spain,1987,36.5,Total
Spain,1987,36.4,Total
Spain,1993,38.3,Total
Spain,1993,37.9,Total
Spain,1993,38.9,Total
Spain,1993,40.5,Total
Spain,1993,40.5,Total
Spain,1993,42.3,Total
Spain,1993,44.1,Total
Spain,1993,44.8,Total
Spain,1993,44.8,Total
Spain,1995,46.1,Total
Spain,1995,46.5,Total
Spain,1995,44.9,Total
Spain,1995,46.5,Total
Spain,1995,45.5,Total
Spain,1995,46.9,Total
Spain,1995,47.2,Total
Spain,1995,48.2,Total
Spain,1995,48.2,Total
Spain,1997,47.9,Total
Spain,1997,45.6,Total
Spain,1997,48.2,Total
Spain,1997,47.4,Total
Spain,1997,47.6,Total
Spain,1997,47.3,Total
Spain,1997,48.5,Total
Spain,1997,48.4,Total
Spain,1997,48.4,Total
Spain,2001,48.5,Total
Spain,2001,48.7,Total
Spain,2001,4,Male
Spain,2001,3.5,Male
Spain,2001,3.8,Male
Spain,2001,3.9,Male
Spain,2001,3.7,Male
Spain,2001,3.5,Male
Spain,2001,4.2,Male
Spain,2003,3.6,Male
Spain,2003,5,Male
Spain,2003,5.3,Male
Spain,2003,5,Male
Spain,2003,4.8,Male
Spain,2003,5.5,Male
Spain,2003,6.7,Male
Spain,2003,5.6,Male
Spain,2003,5.9,Male
Spain,2006,6.8,Male
Spain,2006,6.8,Male
Spain,2006,7.2,Male
Spain,2006,8.6,Male
Spain,2006,8.3,Male
Spain,2006,8.6,Male
Spain,2006,9.3,Male
Spain,2006,9.6,Male
Spain,2006,9.9,Male
Spain,2009,9.8,Male
Spain,2009,10.2,Male
Spain,2009,10.1,Male
Spain,2009,11.2,Male
Spain,2009,10.2,Male
Spain,2009,10.2,Male
Spain,2009,11.2,Male
Spain,2009,10,Male
Spain,2009,11.6,Male
Spain,2011,11.3,Male
Spain,2011,11.4,Male
Spain,2011,12,Male
Spain,2011,12.6,Male
Spain,2011,12.6,Male
Spain,2011,11.9,Male
Spain,2011,11.6,Male
Spain,2011,13.7,Male
Spain,2011,37.1,Male
Spain,2014,36.3,Male
Spain,2014,36.6,Male
Spain,2014,38.2,Male
Spain,2014,38,Male
Spain,2014,37.6,Male
Spain,2014,39.4,Male
Spain,2014,37.8,Male
Spain,2014,39,Male
Spain,2014,39.6,Male
Spain,2017,39.3,Male
Spain,2017,40.6,Male
Spain,2017,40.7,Male
Spain,2017,44.1,Male
Spain,2017,41.2,Male
Spain,2017,42.2,Male
Spain,2017,44.4,Male
Spain,2017,43.8,Male
Spain,2017,46.9,Male
Spain,2020,47.9,Male
Spain,2020,50,Male
Spain,2020,50.7,Male
Spain,2020,51.1,Male
Spain,2020,51.3,Male
Spain,2020,50.4,Male
Spain,2020,51.1,Male
Spain,2020,51.1,Male
Spain,2020,52.3,Male
Sweden,1981,52.5,Male
Sweden,1981,53.6,Male
Sweden,1989,53.5,Male
Sweden,1989,53.4,Male
Sweden,1989,50,Male
Sweden,1997,52,Male
Sweden,1997,51.2,Male
Sweden,1997,50.2,Male
Sweden,1998,50.3,Male
Sweden,1998,51.4,Male
Sweden,1998,52.9,Male
Sweden,1998,51.4,Male
Sweden,1998,50.9,Male
Sweden,1998,52.5,Male
Sweden,1998,33.1,Male
Sweden,1998,32.8,Male
Sweden,1998,32.8,Male
Sweden,1999,34.3,Male
Sweden,1999,34.3,Male
Sweden,1999,34.1,Male
Sweden,1999,35.2,Male
Sweden,1999,34.2,Male
Sweden,1999,34,Male
Sweden,1999,34.3,Male
Sweden,1999,34.3,Male
Sweden,1999,35.8,Male
Sweden,2000,35.2,Male
Sweden,2000,37.4,Male
Sweden,2000,35.6,Male
Sweden,2000,36.3,Male
Sweden,2000,37.6,Male
Sweden,2000,37,Male
Sweden,2000,39.7,Male
Sweden,2000,39.3,Male
Sweden,2000,41.7,Male
Sweden,2001,42.1,Male
Sweden,2001,41.8,Male
Sweden,2001,41.7,Male
Sweden,2001,40.5,Male
Sweden,2001,41.3,Male
Sweden,2001,40.9,Male
Sweden,2001,42.3,Male
Sweden,2001,41.3,Male
Sweden,2001,43.4,Male
Sweden,2002,43.3,Male
Sweden,2002,42.2,Male
Sweden,2002,40,Male
Sweden,2002,40.4,Male
Sweden,2002,39.9,Male
Sweden,2002,38.7,Male
Sweden,2002,38.3,Male
Sweden,2002,38.8,Male
Sweden,2002,40.3,Male
Sweden,2003,39.5,Male
Sweden,2003,39.4,Male
Sweden,2003,38.8,Male
Sweden,2003,6.2,Female
Sweden,2003,5.9,Female
Sweden,2003,5.7,Female
Sweden,2003,6.4,Female
Sweden,2003,6.3,Female
Sweden,2003,6.1,Female
Sweden,2004,6.4,Female
Sweden,2004,6,Female
Sweden,2004,7.6,Female
Sweden,2004,6.9,Female
Sweden,2004,6.6,Female
Sweden,2004,7.9,Female
Sweden,2004,6.7,Female
Sweden,2004,7.2,Female
Sweden,2004,8.2,Female
Sweden,2005,7.9,Female
Sweden,2005,9.4,Female
Sweden,2005,9.9,Female
Sweden,2005,10.1,Female
Sweden,2005,10.2,Female
Sweden,2005,10.3,Female
Sweden,2005,10.8,Female
Sweden,2005,12.1,Female
Sweden,2005,12.1,Female
Sweden,2006,11.4,Female
Sweden,2006,12.7,Female
Sweden,2006,12.2,Female
Sweden,2006,12.2,Female
Sweden,2006,12.4,Female
Sweden,2006,12.6,Female
Sweden,2006,12.6,Female
Sweden,2006,12.8,Female
Sweden,2006,12.2,Female
Sweden,2007,15.1,Female
Sweden,2007,14.2,Female
Sweden,2007,15.7,Female
Sweden,2007,14.7,Female
Sweden,2007,16.2,Female
Sweden,2007,15.6,Female
Sweden,2007,14.9,Female
Sweden,2007,16.1,Female
Sweden,2007,15.6,Female
Sweden,2008,23.4,Female
Sweden,2008,23.5,Female
Sweden,2008,24.3,Female
Sweden,2008,22.5,Female
Sweden,2008,21.9,Female
Sweden,2008,24.8,Female
Sweden,2008,24.3,Female
Sweden,2008,24.2,Female
Sweden,2008,24.4,Female
Sweden,2009,23.7,Female
Sweden,2009,24.5,Female
Sweden,2009,24.7,Female
Sweden,2009,25.5,Female
Sweden,2009,25.6,Female
Sweden,2009,26.5,Female
Sweden,2009,27.8,Female
Sweden,2009,27.2,Female
Sweden,2009,27.3,Female
Sweden,2010,27.7,Female
Sweden,2010,30.2,Female
Sweden,2010,29.3,Female
Sweden,2010,28.2,Female
Sweden,2010,29,Female
Sweden,2010,29.8,Female
Sweden,2010,28.2,Female
Sweden,2010,29.2,Female
Sweden,2010,27.7,Female
Sweden,2011,29.2,Female
Sweden,2011,29.5,Female
Sweden,2011,30.3,Female
Sweden,2011,30.3,Female
Sweden,2011,29.5,Female
Sweden,2011,29,Female
Sweden,2011,29.4,Female
Sweden,2011,29.5,Female
Sweden,2011,29.3,Female
Sweden,2012,29.5,Female
Sweden,2012,29.5,Female
Sweden,2012,28.3,Female
Sweden,2012,30.6,Female
Sweden,2012,30,Female
Sweden,2012,29.4,Female
Sweden,2012,47.8,Male
Sweden,2012,52.1,Male
Sweden,2012,61.4,Male
Sweden,2013,62.2,Male
Sweden,2013,65.1,Male
Sweden,2013,10.3,Male
Sweden,2013,12.6,Male
Sweden,2013,17.3,Male
Sweden,2013,16.6,Male
Sweden,2013,18.1,Male
Sweden,2013,17.9,Male
Sweden,2013,19.5,Male
Sweden,2014,38.8,Female
Sweden,2014,39.1,Female
Sweden,2014,44.6,Female
Sweden,2014,45.7,Female
Sweden,2014,48.9,Female
Sweden,2014,43.1,Total
Sweden,2014,45.3,Total
Sweden,2014,52.2,Total
Sweden,2014,53.3,Total
Sweden,2015,56.6,Total
Sweden,2015,26.5,Female
Sweden,2015,26.6,Female
Sweden,2015,29.4,Female
Sweden,2015,30.1,Female
Sweden,2015,32.2,Female
Sweden,2015,31.3,Female
Sweden,2015,31.7,Total
Sweden,2015,32.8,Total
Sweden,2016,36.4,Total
Sweden,2016,36.6,Total
Sweden,2016,39.1,Total
Sweden,2016,38.1,Total
Sweden,2016,37.5,Male
Sweden,2016,39.5,Male
Sweden,2016,44.8,Male
Sweden,2016,44.1,Male
Sweden,2016,47.3,Male
Sweden,2017,45.6,Male
Sweden,2017,12.3,Female
Sweden,2017,12.5,Female
Sweden,2017,15.8,Female
Sweden,2017,15.2,Female
Sweden,2017,15.6,Female
Sweden,2017,16.1,Female
Sweden,2017,17.6,Female
Sweden,2017,11.4,Total
Sweden,2018,12.5,Total
Sweden,2018,16.4,Total
Sweden,2018,15.8,Total
Sweden,2018,16.7,Total
Sweden,2018,16.9,Total
Sweden,2018,18.5,Total
Sweden,2018,10.3,Male
Sweden,2018,11.4,Male
Sweden,2018,14.6,Male
Sweden,2019,15.1,Male
Sweden,2019,15.5,Male
Sweden,2019,16.4,Male
Sweden,2019,16.1,Male
Sweden,2019,24.9,Male
Sweden,2019,45.8,Female
Sweden,2019,47.5,Female
Sweden,2019,49.1,Female
Sweden,2019,49.2,Female
Sweden,2020,48,Female
Sweden,2020,53.7,Male
Sweden,2020,56,Male
Sweden,2020,57.1,Male
Sweden,2020,58.6,Male
Sweden,2020,59,Male
Sweden,2020,45.4,Male
Sweden,2020,32.1,Female
Sweden,2020,70.3,Male
Sweden,2021,33.1,Female
Sweden,2021,36.8,Total
Sweden,2021,36.2,Total
Sweden,2021,36.4,Total
Sweden,2021,37.6,Total
Sweden,2021,36.6,Total
Sweden,2021,37.3,Total
Sweden,2021,38.9,Total
Sweden,2021,67.6,Total
Sweden,2022,28.7,Total
Sweden,2022,49.6,Total
Sweden,2022,51.6,Total
Sweden,2022,52.8,Total
Sweden,2022,53.5,Total
Sweden,2022,53.2,Total
Sweden,2022,31.8,Female
Sweden,2022,31.4,Female
Sweden,2022,31.6,Female
Switzerland,1992,32.5,Female
Switzerland,1992,31.8,Female
Switzerland,1992,32.3,Female
